/home/gsm0197/sralab/j31/lstm.py:123: DeprecationWarning: __array_wrap__ must accept context and return_scalar arguments (positionally) in the future. (Deprecated NumPy 2.0)
  train_rmse = np.sqrt(loss_fn(y_pred, y_train))
/home/gsm0197/sralab/j31/lstm.py:125: DeprecationWarning: __array_wrap__ must accept context and return_scalar arguments (positionally) in the future. (Deprecated NumPy 2.0)
  test_rmse = np.sqrt(loss_fn(y_pred, y_test))
Patient J3
Therapist J1
torch.Size([403283, 50, 1]) torch.Size([403283, 50, 1])
torch.Size([198284, 50, 1]) torch.Size([198284, 50, 1])
Epoch 0: Train RMSE 0.0738, Test RMSE 0.0928
Epoch 1: Train RMSE 0.0694, Test RMSE 0.0865
Epoch 2: Train RMSE 0.0698, Test RMSE 0.0843
Epoch 3: Train RMSE 0.0651, Test RMSE 0.0794
Epoch 4: Train RMSE 0.0648, Test RMSE 0.0784
Epoch 5: Train RMSE 0.0630, Test RMSE 0.0775
Epoch 6: Train RMSE 0.0628, Test RMSE 0.0765
Epoch 7: Train RMSE 0.0627, Test RMSE 0.0773
Epoch 8: Train RMSE 0.0615, Test RMSE 0.0744
Epoch 9: Train RMSE 0.0615, Test RMSE 0.0748
Epoch 10: Train RMSE 0.0609, Test RMSE 0.0748
Epoch 11: Train RMSE 0.0617, Test RMSE 0.0766
Epoch 12: Train RMSE 0.0612, Test RMSE 0.0769
Epoch 13: Train RMSE 0.0606, Test RMSE 0.0746
Epoch 14: Train RMSE 0.0601, Test RMSE 0.0734
Epoch 15: Train RMSE 0.0608, Test RMSE 0.0757
Epoch 16: Train RMSE 0.0603, Test RMSE 0.0763
Epoch 17: Train RMSE 0.0605, Test RMSE 0.0743
Epoch 18: Train RMSE 0.0598, Test RMSE 0.0752
Epoch 19: Train RMSE 0.0599, Test RMSE 0.0734
Epoch 20: Train RMSE 0.0599, Test RMSE 0.0727
Epoch 21: Train RMSE 0.0598, Test RMSE 0.0748
Epoch 22: Train RMSE 0.0602, Test RMSE 0.0764
Epoch 23: Train RMSE 0.0591, Test RMSE 0.0736
Epoch 24: Train RMSE 0.0590, Test RMSE 0.0739
Epoch 25: Train RMSE 0.0591, Test RMSE 0.0717
Epoch 26: Train RMSE 0.0588, Test RMSE 0.0715
Epoch 27: Train RMSE 0.0585, Test RMSE 0.0724
Epoch 28: Train RMSE 0.0587, Test RMSE 0.0726
Epoch 29: Train RMSE 0.0585, Test RMSE 0.0740
Epoch 30: Train RMSE 0.0590, Test RMSE 0.0757
Epoch 31: Train RMSE 0.0586, Test RMSE 0.0727
Epoch 32: Train RMSE 0.0582, Test RMSE 0.0729
Epoch 33: Train RMSE 0.0585, Test RMSE 0.0732
Epoch 34: Train RMSE 0.0581, Test RMSE 0.0724
Epoch 35: Train RMSE 0.0586, Test RMSE 0.0736
Epoch 36: Train RMSE 0.0584, Test RMSE 0.0705
Epoch 37: Train RMSE 0.0583, Test RMSE 0.0737
Epoch 38: Train RMSE 0.0579, Test RMSE 0.0712
Epoch 39: Train RMSE 0.0582, Test RMSE 0.0730
Epoch 40: Train RMSE 0.0582, Test RMSE 0.0715
Epoch 41: Train RMSE 0.0582, Test RMSE 0.0733
Epoch 42: Train RMSE 0.0580, Test RMSE 0.0701
Epoch 43: Train RMSE 0.0580, Test RMSE 0.0723
Epoch 44: Train RMSE 0.0577, Test RMSE 0.0727
Epoch 45: Train RMSE 0.0581, Test RMSE 0.0705
Epoch 46: Train RMSE 0.0576, Test RMSE 0.0725
Epoch 47: Train RMSE 0.0576, Test RMSE 0.0730
Epoch 48: Train RMSE 0.0585, Test RMSE 0.0689
Epoch 49: Train RMSE 0.0576, Test RMSE 0.0696
Epoch 50: Train RMSE 0.0576, Test RMSE 0.0726
Epoch 51: Train RMSE 0.0581, Test RMSE 0.0728
Epoch 52: Train RMSE 0.0574, Test RMSE 0.0724
Epoch 53: Train RMSE 0.0574, Test RMSE 0.0716
Epoch 54: Train RMSE 0.0574, Test RMSE 0.0705
Epoch 55: Train RMSE 0.0575, Test RMSE 0.0708
Epoch 56: Train RMSE 0.0576, Test RMSE 0.0722
Epoch 57: Train RMSE 0.0575, Test RMSE 0.0692
Epoch 58: Train RMSE 0.0574, Test RMSE 0.0698
Epoch 59: Train RMSE 0.0574, Test RMSE 0.0716
Epoch 60: Train RMSE 0.0579, Test RMSE 0.0730
Epoch 61: Train RMSE 0.0575, Test RMSE 0.0714
Epoch 62: Train RMSE 0.0575, Test RMSE 0.0696
Epoch 63: Train RMSE 0.0585, Test RMSE 0.0701
Epoch 64: Train RMSE 0.0577, Test RMSE 0.0709
Epoch 65: Train RMSE 0.0576, Test RMSE 0.0711
Epoch 66: Train RMSE 0.0573, Test RMSE 0.0722
Epoch 67: Train RMSE 0.0572, Test RMSE 0.0713
Epoch 68: Train RMSE 0.0574, Test RMSE 0.0692
Epoch 69: Train RMSE 0.0579, Test RMSE 0.0717
Epoch 70: Train RMSE 0.0574, Test RMSE 0.0724
Epoch 71: Train RMSE 0.0571, Test RMSE 0.0720
Epoch 72: Train RMSE 0.0570, Test RMSE 0.0715
Epoch 73: Train RMSE 0.0573, Test RMSE 0.0715
Epoch 74: Train RMSE 0.0575, Test RMSE 0.0705
Epoch 75: Train RMSE 0.0572, Test RMSE 0.0724
Epoch 76: Train RMSE 0.0571, Test RMSE 0.0705
Epoch 77: Train RMSE 0.0576, Test RMSE 0.0705
Epoch 78: Train RMSE 0.0575, Test RMSE 0.0702
Epoch 79: Train RMSE 0.0571, Test RMSE 0.0711
Epoch 80: Train RMSE 0.0572, Test RMSE 0.0714
Epoch 81: Train RMSE 0.0577, Test RMSE 0.0729
Epoch 82: Train RMSE 0.0581, Test RMSE 0.0727
Epoch 83: Train RMSE 0.0573, Test RMSE 0.0688
Epoch 84: Train RMSE 0.0572, Test RMSE 0.0728
Epoch 85: Train RMSE 0.0569, Test RMSE 0.0708
Epoch 86: Train RMSE 0.0574, Test RMSE 0.0713
Epoch 87: Train RMSE 0.0570, Test RMSE 0.0701
Epoch 88: Train RMSE 0.0571, Test RMSE 0.0700
Epoch 89: Train RMSE 0.0570, Test RMSE 0.0716
Epoch 90: Train RMSE 0.0570, Test RMSE 0.0720
Epoch 91: Train RMSE 0.0586, Test RMSE 0.0752
Epoch 92: Train RMSE 0.0567, Test RMSE 0.0710
Epoch 93: Train RMSE 0.0569, Test RMSE 0.0696
Epoch 94: Train RMSE 0.0573, Test RMSE 0.0723
Epoch 95: Train RMSE 0.0568, Test RMSE 0.0709
Epoch 96: Train RMSE 0.0572, Test RMSE 0.0701
Epoch 97: Train RMSE 0.0570, Test RMSE 0.0703
Epoch 98: Train RMSE 0.0569, Test RMSE 0.0694
Epoch 99: Train RMSE 0.0569, Test RMSE 0.0710
Epoch 100: Train RMSE 0.0571, Test RMSE 0.0730
Epoch 101: Train RMSE 0.0571, Test RMSE 0.0709
Epoch 102: Train RMSE 0.0568, Test RMSE 0.0702
Epoch 103: Train RMSE 0.0567, Test RMSE 0.0694
Epoch 104: Train RMSE 0.0567, Test RMSE 0.0704
Epoch 105: Train RMSE 0.0567, Test RMSE 0.0722
Epoch 106: Train RMSE 0.0569, Test RMSE 0.0720
Epoch 107: Train RMSE 0.0570, Test RMSE 0.0714
Epoch 108: Train RMSE 0.0567, Test RMSE 0.0711
Epoch 109: Train RMSE 0.0569, Test RMSE 0.0699
Epoch 110: Train RMSE 0.0568, Test RMSE 0.0722
Epoch 111: Train RMSE 0.0568, Test RMSE 0.0703
Epoch 112: Train RMSE 0.0566, Test RMSE 0.0712
Epoch 113: Train RMSE 0.0566, Test RMSE 0.0706
Epoch 114: Train RMSE 0.0570, Test RMSE 0.0713
Epoch 115: Train RMSE 0.0568, Test RMSE 0.0710
Epoch 116: Train RMSE 0.0572, Test RMSE 0.0697
Epoch 117: Train RMSE 0.0567, Test RMSE 0.0713
Epoch 118: Train RMSE 0.0568, Test RMSE 0.0725
Epoch 119: Train RMSE 0.0569, Test RMSE 0.0722
Epoch 120: Train RMSE 0.0566, Test RMSE 0.0710
Epoch 121: Train RMSE 0.0566, Test RMSE 0.0704
Epoch 122: Train RMSE 0.0569, Test RMSE 0.0701
Epoch 123: Train RMSE 0.0565, Test RMSE 0.0708
Epoch 124: Train RMSE 0.0567, Test RMSE 0.0702
Epoch 125: Train RMSE 0.0566, Test RMSE 0.0695
Epoch 126: Train RMSE 0.0569, Test RMSE 0.0703
Epoch 127: Train RMSE 0.0566, Test RMSE 0.0707
Epoch 128: Train RMSE 0.0566, Test RMSE 0.0705
Epoch 129: Train RMSE 0.0570, Test RMSE 0.0697
Epoch 130: Train RMSE 0.0565, Test RMSE 0.0711
Epoch 131: Train RMSE 0.0565, Test RMSE 0.0704
Epoch 132: Train RMSE 0.0564, Test RMSE 0.0713
Epoch 133: Train RMSE 0.0566, Test RMSE 0.0720
Epoch 134: Train RMSE 0.0566, Test RMSE 0.0704
Epoch 135: Train RMSE 0.0568, Test RMSE 0.0714
Epoch 136: Train RMSE 0.0566, Test RMSE 0.0696
Epoch 137: Train RMSE 0.0565, Test RMSE 0.0712
Epoch 138: Train RMSE 0.0565, Test RMSE 0.0706
Epoch 139: Train RMSE 0.0566, Test RMSE 0.0721
Epoch 140: Train RMSE 0.0565, Test RMSE 0.0718
Epoch 141: Train RMSE 0.0565, Test RMSE 0.0702
Epoch 142: Train RMSE 0.0564, Test RMSE 0.0707
Epoch 143: Train RMSE 0.0575, Test RMSE 0.0704
Epoch 144: Train RMSE 0.0566, Test RMSE 0.0716
Epoch 145: Train RMSE 0.0566, Test RMSE 0.0709
Epoch 146: Train RMSE 0.0566, Test RMSE 0.0710
Epoch 147: Train RMSE 0.0567, Test RMSE 0.0714
Epoch 148: Train RMSE 0.0566, Test RMSE 0.0720
Epoch 149: Train RMSE 0.0565, Test RMSE 0.0725
Epoch 150: Train RMSE 0.0568, Test RMSE 0.0707
Epoch 151: Train RMSE 0.0570, Test RMSE 0.0717
Epoch 152: Train RMSE 0.0568, Test RMSE 0.0724
Epoch 153: Train RMSE 0.0563, Test RMSE 0.0704
Epoch 154: Train RMSE 0.0563, Test RMSE 0.0710
Epoch 155: Train RMSE 0.0564, Test RMSE 0.0709
Epoch 156: Train RMSE 0.0562, Test RMSE 0.0694
Epoch 157: Train RMSE 0.0566, Test RMSE 0.0716
Epoch 158: Train RMSE 0.0566, Test RMSE 0.0713
Epoch 159: Train RMSE 0.0563, Test RMSE 0.0702
Epoch 160: Train RMSE 0.0564, Test RMSE 0.0695
Epoch 161: Train RMSE 0.0565, Test RMSE 0.0703
Epoch 162: Train RMSE 0.0564, Test RMSE 0.0697
Epoch 163: Train RMSE 0.0565, Test RMSE 0.0707
Epoch 164: Train RMSE 0.0562, Test RMSE 0.0706
Epoch 165: Train RMSE 0.0563, Test RMSE 0.0705
Epoch 166: Train RMSE 0.0562, Test RMSE 0.0698
Epoch 167: Train RMSE 0.0564, Test RMSE 0.0697
Epoch 168: Train RMSE 0.0561, Test RMSE 0.0706
Epoch 169: Train RMSE 0.0562, Test RMSE 0.0705
Epoch 170: Train RMSE 0.0569, Test RMSE 0.0706
Epoch 171: Train RMSE 0.0561, Test RMSE 0.0702
Epoch 172: Train RMSE 0.0565, Test RMSE 0.0696
Epoch 173: Train RMSE 0.0565, Test RMSE 0.0708
Epoch 174: Train RMSE 0.0563, Test RMSE 0.0693
Epoch 175: Train RMSE 0.0562, Test RMSE 0.0712
Epoch 176: Train RMSE 0.0565, Test RMSE 0.0709
Epoch 177: Train RMSE 0.0563, Test RMSE 0.0709
Epoch 178: Train RMSE 0.0563, Test RMSE 0.0705
Epoch 179: Train RMSE 0.0564, Test RMSE 0.0715
Epoch 180: Train RMSE 0.0563, Test RMSE 0.0714
Epoch 181: Train RMSE 0.0562, Test RMSE 0.0701
Epoch 182: Train RMSE 0.0560, Test RMSE 0.0706
Epoch 183: Train RMSE 0.0564, Test RMSE 0.0719
Epoch 184: Train RMSE 0.0562, Test RMSE 0.0697
Epoch 185: Train RMSE 0.0565, Test RMSE 0.0714
Epoch 186: Train RMSE 0.0563, Test RMSE 0.0713
Epoch 187: Train RMSE 0.0563, Test RMSE 0.0705
Epoch 188: Train RMSE 0.0562, Test RMSE 0.0707
Epoch 189: Train RMSE 0.0564, Test RMSE 0.0687
Epoch 190: Train RMSE 0.0562, Test RMSE 0.0705
Epoch 191: Train RMSE 0.0561, Test RMSE 0.0706
Epoch 192: Train RMSE 0.0562, Test RMSE 0.0704
Epoch 193: Train RMSE 0.0564, Test RMSE 0.0702
Epoch 194: Train RMSE 0.0561, Test RMSE 0.0715
Epoch 195: Train RMSE 0.0561, Test RMSE 0.0702
Epoch 196: Train RMSE 0.0561, Test RMSE 0.0714
Epoch 197: Train RMSE 0.0562, Test RMSE 0.0703
Epoch 198: Train RMSE 0.0562, Test RMSE 0.0695
Epoch 199: Train RMSE 0.0559, Test RMSE 0.0701
